[test_data/solomon/c101.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1511.75
[INFO] Cost func = 1511.75
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
[DEBUG]  SOLUTION: 828.937 | 0 | {0, 0}
[test_data/solomon/c107.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1708.73
[INFO] Cost func = 1708.73
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;43;16;16;106;16.5529;16.5529
0;0;42;109;109;199;3;19.3132
0;0;41;201;201;291;2;18.6815
0;0;40;293;293;383;2;20.6155
0;0;44;386;386;476;3;21.5407
0;0;46;478;478;568;2.82843;20.5913
0;0;45;570;570;660;2;22.3607
0;0;48;662;662;752;2;23.3238
0;0;51;755;755;845;3;25
0;0;50;847;847;937;2.23607;22.8035
0;0;52;940;940;1030;3.16228;21.2132
0;0;49;1033;1033;1123;3;19.2094
0;0;47;1125;1125;1215;2;18.0278
1;3;32;31;31;121;31.6228;31.6228
1;3;33;123;123;213;2;33.5261
1;3;31;218;218;308;5.38516;33.541
1;3;35;313;313;403;5;38.0789
1;3;37;408;408;498;5.83095;39.2938
1;3;38;500;500;590;2;41.2311
1;3;39;595;595;685;5;40.3113
1;3;36;690;690;780;5;35.3553
1;3;34;783;783;873;3;32.3883
2;4;5;15;15;105;15.1327;15.1327
2;4;3;106;106;196;1;16.1245
2;4;7;198;198;288;2;16
2;4;8;290;290;380;2.82843;18.1108
2;4;10;383;383;473;3.60555;16.763
2;4;11;476;476;566;3;19.6469
2;4;9;569;569;659;3.16228;20.0998
2;4;6;661;661;751;2.23607;19
2;4;4;753;753;843;2.23607;18.1108
2;4;2;846;846;936;3.60555;20.6155
2;4;1;938;938;1028;2;18.6815
2;4;75;1031;1031;1121;3;15.8114
3;5;13;30;30;120;30.8058;30.8058
3;5;17;124;124;214;4;33.3017
3;5;18;217;217;307;3;35.3553
3;5;19;312;312;402;5;39.0513
3;5;15;407;407;497;5;36.0555
3;5;16;502;502;592;5;40.3113
3;5;14;594;594;684;2;39.3573
3;5;12;687;687;777;3;38.0789
4;7;98;30;30;120;30.8058;30.8058
4;7;96;125;125;215;5.38516;36.0555
4;7;95;217;217;307;2;37.2022
4;7;94;310;310;400;3.60555;40.6079
4;7;92;403;403;493;3.60555;44.2041
4;7;93;495;495;585;2;43.0116
4;7;97;590;590;680;5;40.3113
4;7;100;685;685;775;5;38.0789
4;7;99;780;780;870;5;33.541
5;8;20;10;10;100;10;10
5;8;24;105;105;195;5;15
5;8;25;197;197;287;2;15.1327
5;8;27;289;289;379;2;17.1172
5;8;29;382;382;472;3.60555;20
5;8;30;477;477;567;5;20.6155
5;8;28;570;570;660;3;17.7201
5;8;26;662;662;752;2;15.8114
5;8;23;755;755;845;3;13
5;8;22;848;848;938;3;12.1655
5;8;21;940;940;1030;2;10.198
6;10;81;47;47;137;47.4342;47.4342
6;10;78;140;140;230;3;50.2892
6;10;76;232;232;322;2;52.2015
6;10;71;327;327;417;5;57.0088
6;10;70;422;422;512;5;58.5235
6;10;73;515;515;605;3;55.7135
6;10;77;609;609;699;4;52
6;10;79;700;700;790;1;51.0784
6;10;80;795;795;885;5.38516;51.4781
7;11;57;35;35;125;35;35
7;11;55;127;127;217;2;35.0571
7;11;54;222;222;312;5;40.05
7;11;53;317;317;407;5.38516;45.1774
7;11;56;411;411;501;4;45
7;11;58;503;503;593;2;45.0444
7;11;60;596;596;686;3;45.2769
7;11;59;696;696;786;10.4403;35.0571
8;12;67;12;12;102;12.2066;12.2066
8;12;65;103;103;193;1;12.8063
8;12;63;195;195;285;2;14.1421
8;12;62;290;290;380;5;18.0278
8;12;74;383;383;473;3;19.8494
8;12;72;478;478;568;5;23.8537
8;12;61;571;571;661;3;22.3607
8;12;64;663;663;753;2;21.5407
8;12;68;756;756;846;3;20.6155
8;12;66;851;851;941;5.38516;16.5529
8;12;69;943;943;1033;2;15.8114
9;24;90;20;20;110;20.6155;20.6155
9;24;87;115;115;205;5;25.4951
9;24;86;206;206;296;1;26.4764
9;24;83;302;302;392;6;32.3883
9;24;82;395;395;485;3;35.3553
9;24;84;490;490;580;5.83095;31.0483
9;24;85;582;582;672;2.82843;29.7321
9;24;88;675;675;765;3;26.9258
9;24;89;767;767;857;2.82843;24.3516
9;24;91;860;860;950;3.60555;22.3607
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 828.937
[INFO] Cost func = 828.937
[DEBUG]  SOLUTION: 828.937 | 0 | {0, 0}
[test_data/solomon/c108.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1682.83
[INFO] Cost func = 1682.83
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;81;47;47;137;47.4342;47.4342
0;0;78;140;140;230;3;50.2892
0;0;76;232;232;322;2;52.2015
0;0;71;327;327;417;5;57.0088
0;0;70;422;422;512;5;58.5235
0;0;73;515;515;605;3;55.7135
0;0;77;609;609;699;4;52
0;0;79;700;700;790;1;51.0784
0;0;80;795;795;885;5.38516;51.4781
1;1;90;20;20;110;20.6155;20.6155
1;1;87;115;115;205;5;25.4951
1;1;86;206;206;296;1;26.4764
1;1;83;302;302;392;6;32.3883
1;1;82;395;395;485;3;35.3553
1;1;84;490;490;580;5.83095;31.0483
1;1;85;582;582;672;2.82843;29.7321
1;1;88;675;675;765;3;26.9258
1;1;89;767;767;857;2.82843;24.3516
1;1;91;860;860;950;3.60555;22.3607
2;3;13;30;30;120;30.8058;30.8058
2;3;17;124;124;214;4;33.3017
2;3;18;217;217;307;3;35.3553
2;3;19;312;312;402;5;39.0513
2;3;15;407;407;497;5;36.0555
2;3;16;502;502;592;5;40.3113
2;3;14;594;594;684;2;39.3573
2;3;12;687;687;777;3;38.0789
3;5;5;15;15;105;15.1327;15.1327
3;5;3;106;106;196;1;16.1245
3;5;7;198;198;288;2;16
3;5;8;290;290;380;2.82843;18.1108
3;5;10;383;383;473;3.60555;16.763
3;5;11;476;476;566;3;19.6469
3;5;9;569;569;659;3.16228;20.0998
3;5;6;661;661;751;2.23607;19
3;5;4;753;753;843;2.23607;18.1108
3;5;2;846;846;936;3.60555;20.6155
3;5;1;938;938;1028;2;18.6815
3;5;75;1031;1031;1121;3;15.8114
4;6;98;30;30;120;30.8058;30.8058
4;6;96;125;125;215;5.38516;36.0555
4;6;95;217;217;307;2;37.2022
4;6;94;310;310;400;3.60555;40.6079
4;6;92;403;403;493;3.60555;44.2041
4;6;93;495;495;585;2;43.0116
4;6;97;590;590;680;5;40.3113
4;6;100;685;685;775;5;38.0789
4;6;99;780;780;870;5;33.541
5;7;32;31;31;121;31.6228;31.6228
5;7;33;123;123;213;2;33.5261
5;7;31;218;218;308;5.38516;33.541
5;7;35;313;313;403;5;38.0789
5;7;37;408;408;498;5.83095;39.2938
5;7;38;500;500;590;2;41.2311
5;7;39;595;595;685;5;40.3113
5;7;36;690;690;780;5;35.3553
5;7;34;783;783;873;3;32.3883
6;8;57;35;35;125;35;35
6;8;55;127;127;217;2;35.0571
6;8;54;222;222;312;5;40.05
6;8;53;317;317;407;5.38516;45.1774
6;8;56;411;411;501;4;45
6;8;58;503;503;593;2;45.0444
6;8;60;596;596;686;3;45.2769
6;8;59;696;696;786;10.4403;35.0571
7;9;43;16;16;106;16.5529;16.5529
7;9;42;109;109;199;3;19.3132
7;9;41;201;201;291;2;18.6815
7;9;40;293;293;383;2;20.6155
7;9;44;386;386;476;3;21.5407
7;9;46;478;478;568;2.82843;20.5913
7;9;45;570;570;660;2;22.3607
7;9;48;662;662;752;2;23.3238
7;9;51;755;755;845;3;25
7;9;50;847;847;937;2.23607;22.8035
7;9;52;940;940;1030;3.16228;21.2132
7;9;49;1033;1033;1123;3;19.2094
7;9;47;1125;1125;1215;2;18.0278
8;10;20;10;10;100;10;10
8;10;24;105;105;195;5;15
8;10;25;197;197;287;2;15.1327
8;10;27;289;289;379;2;17.1172
8;10;29;382;382;472;3.60555;20
8;10;30;477;477;567;5;20.6155
8;10;28;570;570;660;3;17.7201
8;10;26;662;662;752;2;15.8114
8;10;23;755;755;845;3;13
8;10;22;848;848;938;3;12.1655
8;10;21;940;940;1030;2;10.198
9;11;67;12;12;102;12.2066;12.2066
9;11;65;103;103;193;1;12.8063
9;11;63;195;195;285;2;14.1421
9;11;62;290;290;380;5;18.0278
9;11;74;383;383;473;3;19.8494
9;11;72;478;478;568;5;23.8537
9;11;61;571;571;661;3;22.3607
9;11;64;663;663;753;2;21.5407
9;11;68;756;756;846;3;20.6155
9;11;66;851;851;941;5.38516;16.5529
9;11;69;943;943;1033;2;15.8114
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 828.937
[INFO] Cost func = 828.937
[DEBUG]  SOLUTION: 828.937 | 0 | {0, 0}
[test_data/solomon/c109.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 1538.17
[INFO] Cost func = 1538.17
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;5;15;15;105;15.1327;15.1327
0;0;3;106;106;196;1;16.1245
0;0;7;198;198;288;2;16
0;0;8;290;290;380;2.82843;18.1108
0;0;10;383;383;473;3.60555;16.763
0;0;11;476;476;566;3;19.6469
0;0;9;569;569;659;3.16228;20.0998
0;0;6;661;661;751;2.23607;19
0;0;4;753;753;843;2.23607;18.1108
0;0;2;846;846;936;3.60555;20.6155
0;0;1;938;938;1028;2;18.6815
0;0;75;1031;1031;1121;3;15.8114
1;1;67;12;12;102;12.2066;12.2066
1;1;65;103;103;193;1;12.8063
1;1;63;195;195;285;2;14.1421
1;1;62;290;290;380;5;18.0278
1;1;74;383;383;473;3;19.8494
1;1;72;478;478;568;5;23.8537
1;1;61;571;571;661;3;22.3607
1;1;64;663;663;753;2;21.5407
1;1;68;756;756;846;3;20.6155
1;1;66;851;851;941;5.38516;16.5529
1;1;69;943;943;1033;2;15.8114
2;2;90;20;20;110;20.6155;20.6155
2;2;87;115;115;205;5;25.4951
2;2;86;206;206;296;1;26.4764
2;2;83;302;302;392;6;32.3883
2;2;82;395;395;485;3;35.3553
2;2;84;490;490;580;5.83095;31.0483
2;2;85;582;582;672;2.82843;29.7321
2;2;88;675;675;765;3;26.9258
2;2;89;767;767;857;2.82843;24.3516
2;2;91;860;860;950;3.60555;22.3607
3;3;20;10;10;100;10;10
3;3;24;105;105;195;5;15
3;3;25;197;197;287;2;15.1327
3;3;27;289;289;379;2;17.1172
3;3;29;382;382;472;3.60555;20
3;3;30;477;477;567;5;20.6155
3;3;28;570;570;660;3;17.7201
3;3;26;662;662;752;2;15.8114
3;3;23;755;755;845;3;13
3;3;22;848;848;938;3;12.1655
3;3;21;940;940;1030;2;10.198
4;4;98;30;30;120;30.8058;30.8058
4;4;96;125;125;215;5.38516;36.0555
4;4;95;217;217;307;2;37.2022
4;4;94;310;310;400;3.60555;40.6079
4;4;92;403;403;493;3.60555;44.2041
4;4;93;495;495;585;2;43.0116
4;4;97;590;590;680;5;40.3113
4;4;100;685;685;775;5;38.0789
4;4;99;780;780;870;5;33.541
5;5;32;31;31;121;31.6228;31.6228
5;5;33;123;123;213;2;33.5261
5;5;31;218;218;308;5.38516;33.541
5;5;35;313;313;403;5;38.0789
5;5;37;408;408;498;5.83095;39.2938
5;5;38;500;500;590;2;41.2311
5;5;39;595;595;685;5;40.3113
5;5;36;690;690;780;5;35.3553
5;5;34;783;783;873;3;32.3883
6;6;13;30;30;120;30.8058;30.8058
6;6;17;124;124;214;4;33.3017
6;6;18;217;217;307;3;35.3553
6;6;19;312;312;402;5;39.0513
6;6;15;407;407;497;5;36.0555
6;6;16;502;502;592;5;40.3113
6;6;14;594;594;684;2;39.3573
6;6;12;687;687;777;3;38.0789
7;7;43;16;16;106;16.5529;16.5529
7;7;42;109;109;199;3;19.3132
7;7;41;201;201;291;2;18.6815
7;7;40;293;293;383;2;20.6155
7;7;44;386;386;476;3;21.5407
7;7;46;478;478;568;2.82843;20.5913
7;7;45;570;570;660;2;22.3607
7;7;48;662;662;752;2;23.3238
7;7;51;755;755;845;3;25
7;7;50;847;847;937;2.23607;22.8035
7;7;52;940;940;1030;3.16228;21.2132
7;7;49;1033;1033;1123;3;19.2094
7;7;47;1125;1125;1215;2;18.0278
8;8;57;35;35;125;35;35
8;8;55;127;127;217;2;35.0571
8;8;54;222;222;312;5;40.05
8;8;53;317;317;407;5.38516;45.1774
8;8;56;411;411;501;4;45
8;8;58;503;503;593;2;45.0444
8;8;60;596;596;686;3;45.2769
8;8;59;696;696;786;10.4403;35.0571
9;9;81;47;47;137;47.4342;47.4342
9;9;78;140;140;230;3;50.2892
9;9;76;232;232;322;2;52.2015
9;9;71;327;327;417;5;57.0088
9;9;70;422;422;512;5;58.5235
9;9;73;515;515;605;3;55.7135
9;9;77;609;609;699;4;52
9;9;79;700;700;790;1;51.0784
9;9;80;795;795;885;5.38516;51.4781
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 828.937
[INFO] Cost func = 828.937
[DEBUG]  SOLUTION: 828.937 | 0 | {0, 0}
[test_data/solomon/c201.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 805.101
[INFO] Cost func = 805.101
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;1;67;12;12;102;12.2066;12.2066
0;1;63;105;105;195;3;14.1421
0;1;62;200;200;290;5;18.0278
0;1;74;293;293;383;3;19.8494
0;1;72;388;388;478;5;23.8537
0;1;61;481;481;571;3;22.3607
0;1;64;573;573;663;2;21.5407
0;1;66;668;668;758;5.09902;16.5529
0;1;69;760;760;850;2;15.8114
0;1;68;855;855;945;5.83095;20.0998
0;1;65;950;950;1040;5.38516;25.318
0;1;49;1046;1046;1136;6.40312;31.0483
0;1;55;1143;1143;1233;7.81025;35.0571
0;1;54;1238;1238;1328;5;40.05
0;1;53;1333;1333;1423;5.38516;45.1774
0;1;56;1427;1427;1517;4;45
0;1;58;1519;1519;1609;2;45.0444
0;1;60;1612;1612;1702;3;45.2769
0;1;59;1707;1707;1797;5.83095;40.05
0;1;57;1802;1802;1892;5;35.0571
0;1;40;1895;1895;1985;3.60555;32.249
0;1;44;1989;1989;2079;4.47214;31.0483
0;1;46;2084;2084;2174;5.38516;25.7099
0;1;45;2180;2180;2270;6.40312;22.3607
0;1;51;2275;2275;2365;5;25
0;1;50;2367;2367;2457;2.23607;22.8035
0;1;52;2460;2460;2550;3.16228;21.2132
0;1;47;2555;2555;2645;5;18.0278
0;1;43;2648;2648;2738;3;16.5529
0;1;42;2741;2741;2831;3;19.3132
0;1;41;2833;2833;2923;2;18.6815
0;1;48;2931;2931;3021;8.06226;10.7703
1;3;93;8;8;98;8.24621;8.24621
1;3;5;105;105;195;7;15.1327
1;3;75;198;198;288;3;15.8114
1;3;2;293;293;383;5;20.6155
1;3;1;391;391;481;8.60233;27.7309
1;3;99;486;486;576;5.83095;33.541
1;3;100;581;581;671;5;38.0789
1;3;97;676;676;766;5;40.3113
1;3;92;773;773;863;7;44.2041
1;3;94;866;866;956;3.60555;40.6079
1;3;95;959;959;1049;3.60555;37.2022
1;3;98;1055;1055;1145;6.40312;30.8058
1;3;7;1150;1150;1240;5;26.9073
1;3;3;1244;1244;1334;4.12311;29.0689
1;3;4;1337;1337;1427;3.60555;25.6125
1;3;89;1431;1431;1521;4.47214;21.2603
1;3;91;1526;1526;1616;5.65685;22.3607
1;3;88;1621;1621;1711;5;26.9258
1;3;84;1716;1716;1806;5.38516;31.0483
1;3;86;1811;1811;1901;5;26.4764
1;3;83;1907;1907;1997;6;32.3883
1;3;82;2000;2000;2090;3;35.3553
1;3;85;2104;2104;2194;14.2127;46.1736
1;3;76;2205;2205;2295;11.7047;52.2015
1;3;71;2300;2300;2390;5;57.0088
1;3;70;2395;2395;2485;5;58.5235
1;3;73;2488;2488;2578;3;55.7135
1;3;80;2586;2586;2676;8.60233;51.4781
1;3;79;2681;2681;2771;5.38516;51.0784
1;3;81;2776;2776;2866;5.38516;47.4342
1;3;78;2874;2874;2964;8.60233;39.2938
1;3;77;2971;2971;3061;7.81025;32.3883
1;3;96;3072;3072;3162;11.1803;24.1661
1;3;87;3168;3168;3258;6.32456;24.3311
1;3;90;3267;3267;3357;9.84886;20.6155
2;12;20;10;10;100;10;10
2;12;22;102;102;192;2.82843;12.1655
2;12;24;195;195;285;3.60555;15
2;12;27;287;287;377;2.82843;17.1172
2;12;30;381;381;471;4.24264;20.6155
2;12;29;476;476;566;5;20
2;12;6;574;574;664;8.94427;25.2982
2;12;32;670;670;760;6.32456;31.6228
2;12;33;762;762;852;2;33.5261
2;12;31;857;857;947;5.38516;33.541
2;12;35;952;952;1042;5;38.0789
2;12;37;1047;1047;1137;5.83095;39.2938
2;12;38;1139;1139;1229;2;41.2311
2;12;39;1234;1234;1324;5;40.3113
2;12;36;1329;1329;1419;5;35.3553
2;12;34;1422;1422;1512;3;32.3883
2;12;28;1522;1522;1612;10.7703;36.3456
2;12;26;1620;1620;1710;8.06226;34.176
2;12;23;1717;1717;1807;7.2111;30.5287
2;12;18;1816;1816;1906;9.05539;35.3553
2;12;19;1911;1911;2001;5;39.0513
2;12;16;2008;2008;2098;7.07107;40.3113
2;12;14;2100;2100;2190;2;39.3573
2;12;12;2193;2193;2283;3;38.0789
2;12;15;2290;2290;2380;7.07107;36.0555
2;12;17;2385;2385;2475;5.38516;33.3017
2;12;13;2479;2479;2569;4;30.8058
2;12;25;2578;2578;2668;9;24.0832
2;12;9;2675;2675;2765;7.2111;23.3238
2;12;11;2772;2772;2862;7.07107;19.6469
2;12;10;2865;2865;2955;3;16.763
2;12;8;2961;2961;3051;6.08276;11.6619
2;12;21;3056;3056;3146;5.65685;11.6619
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 591.557
[INFO] Cost func = 591.557
[DEBUG]  SOLUTION: 591.557 | 0 | {0, 0}
[test_data/solomon/c202.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 953.027
[INFO] Cost func = 953.027
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;20;10;10;100;10;10
0;0;22;102;102;192;2.82843;12.1655
0;0;24;195;195;285;3.60555;15
0;0;27;287;287;377;2.82843;17.1172
0;0;30;381;381;471;4.24264;20.6155
0;0;29;476;476;566;5;20
0;0;6;574;574;664;8.94427;25.2982
0;0;32;670;670;760;6.32456;31.6228
0;0;33;762;762;852;2;33.5261
0;0;31;857;857;947;5.38516;33.541
0;0;35;952;952;1042;5;38.0789
0;0;37;1047;1047;1137;5.83095;39.2938
0;0;38;1139;1139;1229;2;41.2311
0;0;39;1234;1234;1324;5;40.3113
0;0;36;1329;1329;1419;5;35.3553
0;0;34;1422;1422;1512;3;32.3883
0;0;28;1522;1522;1612;10.7703;36.3456
0;0;26;1620;1620;1710;8.06226;34.176
0;0;23;1717;1717;1807;7.2111;30.5287
0;0;18;1816;1816;1906;9.05539;35.3553
0;0;19;1911;1911;2001;5;39.0513
0;0;16;2008;2008;2098;7.07107;40.3113
0;0;14;2100;2100;2190;2;39.3573
0;0;12;2193;2193;2283;3;38.0789
0;0;15;2290;2290;2380;7.07107;36.0555
0;0;17;2385;2385;2475;5.38516;33.3017
0;0;13;2479;2479;2569;4;30.8058
0;0;25;2578;2578;2668;9;24.0832
0;0;9;2675;2675;2765;7.2111;23.3238
0;0;11;2772;2772;2862;7.07107;19.6469
0;0;10;2865;2865;2955;3;16.763
0;0;8;2961;2961;3051;6.08276;11.6619
0;0;21;3056;3056;3146;5.65685;11.6619
1;1;93;8;8;98;8.24621;8.24621
1;1;3;120;120;210;22.8254;29.0689
1;1;7;214;214;304;4.12311;26.9073
1;1;4;308;1261;1351;4.47214;25.6125
1;1;89;1355;1355;1445;4.47214;21.2603
1;1;91;1450;1450;1540;5.65685;22.3607
1;1;88;1545;1546;1636;5;26.9258
1;1;84;1641;1641;1731;5.38516;31.0483
1;1;86;1736;1736;1826;5;26.4764
1;1;83;1832;1832;1922;6;32.3883
1;1;82;1925;1925;2015;3;35.3553
1;1;85;2029;2029;2119;14.2127;46.1736
1;1;76;2130;2131;2221;11.7047;52.2015
1;1;71;2226;2226;2316;5;57.0088
1;1;70;2321;2321;2411;5;58.5235
1;1;73;2414;2414;2504;3;55.7135
1;1;80;2512;2513;2603;8.60233;51.4781
1;1;79;2608;2608;2698;5.38516;51.0784
1;1;81;2703;2703;2793;5.38516;47.4342
1;1;78;2801;2802;2892;8.60233;39.2938
1;1;77;2899;2900;2990;7.81025;32.3883
1;1;96;3001;3001;3091;11.1803;24.1661
1;1;87;3097;3097;3187;6.32456;24.3311
1;1;90;3196;3196;3286;9.84886;20.6155
2;3;99;33;407;497;33.541;33.541
2;3;100;502;502;592;5;38.0789
2;3;97;597;597;687;5;40.3113
2;3;92;694;694;784;7;44.2041
2;3;94;787;787;877;3.60555;40.6079
2;3;95;880;880;970;3.60555;37.2022
2;3;98;976;976;1066;6.40312;30.8058
2;3;1;1072;1072;1162;6;27.7309
2;3;2;1170;1170;1260;8.60233;20.6155
2;3;75;1265;1265;1355;5;15.8114
2;3;5;1358;1358;1448;3;15.1327
3;12;67;12;12;102;12.2066;12.2066
3;12;63;105;105;195;3;14.1421
3;12;62;200;200;290;5;18.0278
3;12;74;293;293;383;3;19.8494
3;12;61;388;401;491;5.83095;22.3607
3;12;64;493;493;583;2;21.5407
3;12;66;588;588;678;5.09902;16.5529
3;12;69;680;680;770;2;15.8114
3;12;68;775;776;866;5.83095;20.0998
3;12;65;871;871;961;5.38516;25.318
3;12;49;967;967;1057;6.40312;31.0483
3;12;55;1064;1065;1155;7.81025;35.0571
3;12;54;1160;1160;1250;5;40.05
3;12;53;1255;1256;1346;5.38516;45.1774
3;12;56;1350;1350;1440;4;45
3;12;58;1442;1442;1532;2;45.0444
3;12;60;1535;1535;1625;3;45.2769
3;12;57;1635;1725;1815;10.4403;35.0571
3;12;40;1818;1819;1909;3.60555;32.249
3;12;44;1913;1913;2003;4.47214;31.0483
3;12;46;2008;2009;2099;5.38516;25.7099
3;12;45;2105;2105;2195;6.40312;22.3607
3;12;51;2200;2200;2290;5;25
3;12;59;2313;2313;2403;23.8537;40.05
3;12;72;2428;2428;2518;25;23.8537
3;12;47;2541;2541;2631;23.5372;18.0278
3;12;43;2634;2634;2724;3;16.5529
3;12;42;2727;2727;2817;3;19.3132
3;12;41;2819;2819;2909;2;18.6815
3;12;50;2918;2918;3008;9;22.8035
3;12;52;3011;3011;3101;3.16228;21.2132
3;12;48;3113;3113;3203;12.0831;10.7703
[INFO] Improved solution satisfies Capacity: 1
[INFO] Improved solution satisfies Site-Dependency: 1
[INFO] Improved solution satisfies Time Windows: 1
[INFO] Improved solution's total violated time: 0
[INFO] Objective = 727.707
[INFO] Cost func = 727.707
[DEBUG]  SOLUTION: 727.707 | 0 | {0, 0}
[test_data/solomon/c203.csv]
[INFO] Initial solution satisfies Capacity: 1
[INFO] Initial solution satisfies Site-Dependency: 1
[INFO] Initial solution satisfies Time Windows: 1
[INFO] Initial solution's total violated time: 0
[INFO] Objective = 882.353
[INFO] Cost func = 882.353
Route;Vehicle;Customer;Arrival;Start;Finish and leave;Distance from previous;Distance from depot
0;0;22;12;22;112;12.1655;12.1655
0;0;24;115;115;205;3.60555;15
0;0;27;207;209;299;2.82843;17.1172
0;0;30;303;303;393;4.24264;20.6155
0;0;29;398;398;488;5;20
0;0;6;496;497;587;8.94427;25.2982
0;0;34;595;595;685;8.544;32.3883
0;0;33;690;690;780;5;33.5261
0;0;32;782;782;872;2;31.6228
0;0;31;877;877;967;5;33.541
0;0;35;972;972;1062;5;38.0789
0;0;37;1067;1067;1157;5.83095;39.2938
0;0;38;1159;1159;1249;2;41.2311
0;0;39;1254;1254;1344;5;40.3113
0;0;36;1349;1349;1439;5;35.3553
0;0;28;1449;1449;1539;10.0499;36.3456
0;0;26;1547;1547;1637;8.06226;34.176
0;0;23;1644;1644;1734;7.2111;30.5287
0;0;18;1743;1743;1833;9.05539;35.3553
0;0;19;1838;1838;1928;5;39.0513
0;0;16;1935;1935;2025;7.07107;40.3113
0;0;14;2027;2027;2117;2;39.3573
0;0;12;2120;2120;2210;3;38.0789
0;0;15;2217;2217;2307;7.07107;36.0555
0;0;17;2312;2312;2402;5.38516;33.3017
0;0;13;2406;2406;2496;4;30.8058
0;0;25;2505;2505;2595;9;24.0832
0;0;9;2602;2602;2692;7.2111;23.3238
0;0;11;2699;2699;2789;7.07107;19.6469
0;0;10;2792;2792;2882;3;16.763
0;0;8;2888;2888;2978;6.08276;11.6619
0;0;21;2983;2983;3073;5.65685;11.6619
0;0;20;3079;3079;3169;6;10
1;1;90;20;20;110;20.6155;20.6155
1;1;91;115;115;205;5;22.3607
1;1;88;210;1546;1636;5;26.9258
1;1;86;1641;1641;1731;5.09902;26.4764
1;1;84;1736;1736;1826;5;31.0483
1;1;83;1829;1829;1919;3.60555;32.3883
1;1;82;1922;1922;2012;3;35.3553
1;1;85;2026;2026;2116;14.2127;46.1736
1;1;76;2127;2131;2221;11.7047;52.2015
1;1;71;2226;2226;2316;5;57.0088
1;1;70;2321;2321;2411;5;58.5235
1;1;73;2414;2414;2504;3;55.7135
1;1;80;2512;2513;2603;8.60233;51.4781
1;1;79;2608;2608;2698;5.38516;51.0784
1;1;81;2703;2703;2793;5.38516;47.4342
1;1;78;2801;2802;2892;8.60233;39.2938
1;1;77;2899;2900;2990;7.81025;32.3883
1;1;87;2998;3097;3187;8.06226;24.3311
1;1;96;3193;3193;3283;6.32456;24.1661
2;2;93;8;8;98;8.24621;8.24621
2;2;99;123;407;497;25.5539;33.541
2;2;100;502;502;592;5;38.0789
2;2;92;604;694;784;12;44.2041
2;2;94;787;787;877;3.60555;40.6079
2;2;97;882;882;972;5.83095;40.3113
2;2;95;977;977;1067;5.38516;37.2022
2;2;98;1073;1073;1163;6.40312;30.8058
2;2;3;1170;1170;1260;7.2111;29.0689
2;2;4;1263;1263;1353;3.60555;25.6125
2;2;89;1357;1357;1447;4.47214;21.2603
2;2;7;1453;1453;1543;6.32456;26.9073
2;2;1;1550;1550;1640;7.81025;27.7309
2;2;2;1648;1648;1738;8.60233;20.6155
2;2;75;1743;1743;1833;5;15.8114
2;2;5;1836;1836;1926;3;15.1327
